snapshot_index,age_myr,phase,r_bubble_pc,r_shell_pc,r_if_pc,P_HII_code_Msun_per_pc_Myr2,P_HII_over_kB_K_cm3,Pb_over_kB_K_cm3,P_ram_over_kB_K_cm3,P_drive_over_kB_K_cm3
171,0.22760922362744512,transition,3.0063232142729457,9.524323214273329,9.524323214273329,112.76973068927916,528514.2380165948,528514.2380165948,462339.98538946116,990854.223406056
172,0.23077901001236736,transition,3.0261006075382575,9.779100607538508,9.779100607538508,108.15764411992838,506898.9215307966,506898.9215307966,456695.73937069974,963594.6609014963
173,0.2332968608359557,transition,3.0415972131511553,9.95159721315132,9.95159721315132,105.14216326529845,492766.36524643656,492766.36524643656,452351.5400959412,945117.9053423777
174,0.23646664722087793,transition,3.060846444383434,10.112846444383518,10.112846444383518,101.9691955257937,477895.7202883829,477895.7202883829,447048.9485562013,924944.6688445843
175,0.23898449804446625,transition,3.0759363720624724,10.2319363720625,10.2319363720625,99.83731119255968,467904.287152631,467904.287152631,442963.05353819794,910867.3406908289
176,0.2421542844293885,transition,3.0946896633694654,10.372689663369425,10.372689663369425,97.53256513223296,457102.70856899844,457102.7085689983,437970.10013758775,895072.8087065861
177,0.2437300862982201,transition,3.10391418283729,10.410914182837233,10.410914182837233,96.51497561459499,452333.6047922947,452333.6047922947,435547.9892859197,887881.5940782144
178,0.2457300862982201,momentum,3.1155289430460216,10.625528943045854,10.625528943045854,92.28934997769292,432529.50221991,432529.50221991,432529.50221991,865059.00443982
179,0.24824793712180843,momentum,3.130006980551282,10.707006980551077,10.707006980551077,91.49675982386474,428814.89566148724,428814.8956614872,428814.8956614872,857629.7913229744
180,0.25141772350673064,momentum,3.148011719393883,10.80901171939363,10.80901171939363,90.52665778987962,424268.34993369173,424268.3499336917,424268.3499336917,848536.6998673833
181,0.2554082481366684,momentum,3.1703385534816433,10.934338553481334,10.934338553481334,89.34706829844,418740.00613584794,418740.00613584794,418740.00613584794,837480.0122716959
182,0.26043202099968754,momentum,3.197930657161411,11.09193065716103,11.09193065716103,87.92404453234882,412070.7668212001,412070.7668212001,412070.7668212001,824141.5336424002
183,0.2667565763200243,momentum,3.231892037986498,11.284892037986028,11.284892037986028,86.2234088948626,404100.45295598,404100.45295598,404100.45295598,808200.90591196
184,0.27471871973109424,momentum,3.273495707463914,11.524495707463336,11.524495707463336,84.21331468355763,394679.80963320215,394679.8096332021,394679.8096332021,789359.6192664043
185,0.2847424644036397,momentum,3.324184898276549,11.818184898275835,11.818184898275835,81.86759677482749,383686.2096169857,383686.20961698564,383686.20961698564,767372.4192339714
186,0.29736161129324357,momentum,3.3855659325003047,12.177565932499427,12.177565932499427,79.16965456751532,371041.8514084939,371041.85140849376,371041.85140849376,742083.7028169878
187,0.3132481759877292,momentum,3.4593923477579245,12.554392347756878,12.554392347756878,76.11634968680875,356732.0264883178,356732.02648831776,356732.02648831776,713464.0529766356
188,0.3332481759877292,momentum,3.547562113463521,13.001562113462274,13.001562113462274,72.72094916220212,340818.9130131411,340818.9130131411,340818.9130131411,681637.8260262822
189,0.35842668422361257,momentum,3.6520825023501113,13.534406366102637,13.53308250234863,69.017561280333,323462.3651833073,323462.3651833073,323462.3651833073,646924.7303666146
190,0.39012454807283486,momentum,3.775021931347349,14.161021931345587,14.161021931345587,65.06343243815598,304930.6778300688,304930.67783006874,304930.67783006874,609861.3556601376
191,0.4300297943722125,momentum,3.9184901085699244,14.897490108567828,14.894490108567835,60.93930359119088,285602.2569700265,285602.2569700264,285602.2569700264,571204.513940053
192,0.4800297943722125,momentum,4.083878128186358,15.741878128183439,15.737878128183448,56.7541921395388,265988.0309151734,265988.03091517335,265988.03091517335,531976.0618303468
193,0.5300297943722125,momentum,4.236365433230102,16.513565433227342,16.508365433227354,53.35170768997564,250041.71743874028,250041.71743874022,250041.71743874022,500083.4348774805
194,0.5800297943722126,momentum,4.378284934799907,17.22488493479784,17.218284934797854,50.525159378473255,236794.62517435488,236794.62517435482,236794.62517435482,473589.2503487097
195,0.6300297943722126,momentum,4.5112732815700936,17.884073281568664,17.876273281568682,48.14956568932724,225661.00730738058,225661.00730738058,225661.00730738058,451322.01461476117
196,0.6800297943722127,momentum,4.636525806064884,18.503525806064054,18.494525806064075,46.11827660148952,216141.03064442275,216141.0306444227,216141.0306444227,432282.06128884543
197,0.7300297943722127,momentum,4.754944166171853,19.094344166171595,19.08394416617162,44.32763101339743,207748.87006406375,207748.87006406375,207748.87006406375,415497.7401281275
198,0.7800297943722128,momentum,4.867227518272676,19.656827518272962,19.64522751827299,42.73834688945375,200300.4237245726,200300.4237245726,200300.4237245726,400600.8474491452
199,0.8300297943722128,momentum,4.973929850393304,20.17372985039409,20.16092985039412,41.3718496013339,193896.105220236,193896.105220236,193896.105220236,387792.210440472
200,0.8800297943722128,momentum,5.075499673614983,20.6446996736171,20.630499673617134,40.20062352601049,188406.95797335365,188406.95797335365,188406.95797335365,376813.9159467073
201,0.9300297943722129,momentum,5.172307069743844,21.089907069746385,21.07430706974642,39.14061468610859,183439.04893528705,183439.04893528705,183439.04893528705,366878.0978705741
202,0.9800297943722129,momentum,5.264659092354417,21.517459092357363,21.500659092357402,38.16616212209696,178872.11371956888,178872.11371956882,178872.11371956882,357744.22743913764
203,1.030029794372213,momentum,5.352811715178433,21.915011715181752,21.896811715181794,37.316601182463614,174890.5040277257,174890.5040277257,174890.5040277257,349781.0080554514
204,1.080029794372213,momentum,5.436983011108054,22.27838301111171,22.258983011111756,36.592410320965094,171496.46221345488,171496.46221345486,171496.46221345486,342992.9244269097
205,1.130029794372213,momentum,5.517361530138219,22.62216153014219,22.60136153014224,35.946900157139325,168471.17067217804,168471.17067217804,168471.17067217804,336942.3413443561
206,1.1800297943722131,momentum,5.594109968072224,22.947109968076497,22.925109968076548,35.36656172405721,165751.31736688592,165751.31736688592,165751.31736688592,331502.63473377185
207,1.2300297943722132,momentum,5.667369335787567,23.2385693357921,23.215369335792154,34.8773892409562,163458.7285614983,163458.7285614983,163458.7285614983,326917.4571229966
208,1.2800297943722132,momentum,5.737265147843006,23.498665147847767,23.474265147847824,34.47204812139309,161559.02948770192,161559.0294877019,161559.0294877019,323118.05897540384
209,1.3300297943722132,momentum,5.803911667237412,23.748511667242393,23.722911667242453,34.10244565896973,159826.82561878455,159826.82561878455,159826.82561878455,319653.6512375691
210,1.3800297943722133,momentum,5.867410086663751,23.992210086668948,23.96541008666901,33.75253993628117,158186.93382092312,158186.93382092312,158186.93382092312,316373.86764184624
211,1.4300297943722133,momentum,5.927847372655921,24.2058473726613,24.177847372661365,33.445792615827635,156749.31110654573,156749.31110654573,156749.31110654573,313498.62221309147
212,1.4800297943722134,momentum,5.985299985436928,24.385499985442454,24.356299985442522,33.18860377445973,155543.95250817804,155543.95250817802,155543.95250817802,311087.90501635603
213,1.5300297943722134,momentum,6.039837756962218,24.554237756968767,24.523837756968838,32.96481985361954,154495.15166702765,154495.15166702762,154495.15166702762,308990.30333405524
214,1.5800297943722135,momentum,6.091524577317361,24.71592457732404,24.68452457732411,32.77757577754526,153617.60093080933,153617.6009308093,153617.6009308093,307235.2018616186
215,1.6300297943722135,momentum,6.140418593487864,24.84681859349464,24.814418593494715,32.653885912716284,153037.9076544231,153037.9076544231,153037.9076544231,306075.8153088462
216,1.6800297943722136,momentum,6.186574407006813,24.94717440701365,24.91357440701373,32.58566340998438,152718.1714643431,152718.17146434306,152718.17146434306,305436.3429286862
217,1.7300297943722136,momentum,6.230044285240262,25.046644285247165,25.012044285247246,32.521747935972975,152418.62088602627,152418.62088602627,152418.62088602627,304837.24177205254
218,1.7800297943722136,momentum,6.27087543085171,25.150275430858684,25.114875430858767,32.46175226392973,152137.44111641595,152137.44111641595,152137.44111641595,304274.8822328319
219,1.8300297943722137,momentum,6.309108993792006,25.22130899379902,25.185108993799105,32.46789351242421,152166.22310648274,152166.22310648274,152166.22310648274,304332.4462129655
220,1.8800297943722137,momentum,6.344784417073127,25.271784417080156,25.234784417080242,32.50478675946422,152339.1294903867,152339.12949038667,152339.12949038667,304678.25898077333
221,1.9300297943722138,momentum,6.3779399041144025,25.37173990412151,25.3339399041216,32.41382576056044,151912.82552804667,151912.82552804667,151912.82552804667,303825.65105609334
222,1.9800297943722138,momentum,6.408604029057816,25.56260402906512,25.52460402906521,32.12042732730954,150537.76461021826,150537.76461021823,150537.76461021823,301075.5292204365
223,2.0300297943722136,momentum,6.4367884063751335,25.842788406382745,25.804788406382833,31.664320536296593,148400.14371112606,148400.14371112603,148400.14371112603,296800.2874222521
224,2.0800297943722135,momentum,6.462489078425838,26.167089078433815,26.129489078433902,31.14181875629881,145951.35157133872,145951.3515713387,145951.3515713387,291902.7031426774
225,2.1300297943722133,momentum,6.485693684715371,26.43709368472365,26.399693684723736,30.709045899265526,143923.08906356138,143923.08906356138,143923.08906356138,287846.17812712275
226,2.180029794372213,momentum,6.506391504007126,26.62779150401561,26.5903915040157,30.414499387868503,142542.64748513483,142542.64748513483,142542.64748513483,285085.29497026966
227,2.230029794372213,momentum,6.524579201233187,26.82177920124189,26.784579201241975,30.168785104501506,141391.06632545893,141391.0663254589,141391.0663254589,282782.1326509178
228,2.2800297943722128,momentum,6.540257668757051,27.025857668765987,26.989257668766072,29.94404606370024,140337.78915457576,140337.78915457573,140337.78915457573,280675.57830915146
229,2.3300297943722126,momentum,6.553428272883731,27.131028272892777,27.094428272892863,29.80003343444141,139662.84983750657,139662.84983750654,139662.84983750654,279325.6996750131
230,2.3800297943722124,momentum,6.564093438280148,27.109493438289153,27.07209343828924,29.743622464155766,139398.47037331824,139398.4703733182,139398.4703733182,278796.9407466364
231,2.4197462061084263,momentum,6.570781961360915,27.056781961369843,27.018781961369932,29.71652153985895,139271.45735070365,139271.45735070363,139271.45735070363,278542.91470140725
232,2.451294073332436,momentum,6.574969785519752,27.014569785528625,26.975969785528715,29.692567487393774,139159.19267020244,139159.19267020244,139159.19267020244,278318.3853404049
233,2.4763534350137997,momentum,6.577586360790835,26.976586360799654,26.937586360799745,29.681722719816626,139108.36684985622,139108.36684985622,139108.36684985622,278216.73369971244
234,2.4962587935414744,momentum,6.57921689226214,26.940416892270914,26.901216892271005,29.684374487628094,139120.79480402183,139120.79480402183,139120.79480402183,278241.58960804367
235,2.5120701818423163,momentum,6.580229558138452,26.906829558147184,26.867229558147276,29.696643000934213,139178.29324728268,139178.29324728268,139178.29324728268,278356.58649456536
236,2.5246296139998643,momentum,6.580855798855031,26.875655798863722,26.835855798863815,29.71388259512463,139259.08949403767,139259.08949403765,139259.08949403765,278518.1789880753
237,2.534605925574709,momentum,6.581240922708084,26.849240922716742,26.809240922716835,29.732017059108063,139344.0796980176,139344.0796980176,139344.0796980176,278688.1593960352
238,2.5425303915370145,momentum,6.58147602195379,26.826476021962417,26.78647602196251,29.748985803425484,139423.6065614605,139423.6065614605,139423.6065614605,278847.213122921
239,2.5488250185959855,momentum,6.581618114339966,26.80781811434857,26.767618114348664,29.76396341062075,139493.8016271553,139493.8016271553,139493.8016271553,278987.6032543106
240,2.5538250185959854,momentum,6.581702823308087,26.791902823316672,26.751702823316766,29.776746727108023,139553.71278178252,139553.71278178252,139553.71278178252,279107.42556356505
241,2.5577966597696067,momentum,6.581752351850372,26.78015235185894,26.739752351859035,29.787430202497138,139603.7826792642,139603.78267926417,139603.78267926417,279207.56535852834
242,2.5609514464920076,momentum,6.581780493821108,26.770180493829667,26.72978049382976,29.796235437419483,139645.04988808962,139645.0498880896,139645.0498880896,279290.09977617924
243,2.563457382660144,momentum,6.58179578381391,26.76219578382246,26.721795783822554,29.80342350689562,139678.73798008708,139678.73798008708,139678.73798008708,279357.47596017417
244,2.5654479185129118,momentum,6.581803473043313,26.755203473051854,26.714803473051948,29.809251741470984,139706.05297797485,139706.05297797482,139706.05297797482,279412.10595594964
245,2.567029057342996,momentum,6.58180676975981,26.750206769768344,26.709806769768438,29.813954194676313,139728.09181284154,139728.09181284154,139728.09181284154,279456.1836256831
246,2.5682850005587508,momentum,6.58180761504098,26.74620761504951,26.705807615049604,29.817734556215303,139745.80911061278,139745.80911061278,139745.80911061278,279491.61822122557
247,2.5692850005587506,momentum,6.58180716542892,26.74240716543744,26.701807165437536,29.82077259595978,139760.04739291428,139760.04739291428,139760.04739291428,279520.09478582855
248,2.5702850005587505,momentum,6.581805720720977,26.739405720729497,26.69880572072959,29.823835157126293,139774.40059896882,139774.40059896882,139774.40059896882,279548.80119793763
249,2.5712850005587504,momentum,6.581803281095145,26.736403281103662,26.695803281103757,29.826921911059255,139788.86718847696,139788.86718847693,139788.86718847693,279577.73437695386
250,2.5722850005587503,momentum,6.581799846639802,26.732399846648313,26.691799846648408,29.830032529953794,139803.44562512622,139803.4456251262,139803.4456251262,279606.8912502524
251,2.57328500055875,momentum,6.581795417440712,26.72939541744922,26.688795417449313,29.833166686066352,139818.1343728915,139818.13437289148,139818.13437289148,279636.26874578296
252,2.5745439259705445,momentum,6.581788427167162,26.725388427175663,26.684788427175757,29.837145315897505,139836.78088823485,139836.78088823482,139836.78088823482,279673.56177646964
253,2.5761288191630056,momentum,6.581777385736629,26.719377385745123,26.678777385745217,29.84220540794716,139860.49585746968,139860.49585746968,139860.49585746968,279720.99171493936
254,2.5781240814779744,momentum,6.581759933791961,26.71235993380045,26.671759933800544,29.84865509463658,139890.7233948174,139890.7233948174,139890.7233948174,279781.4467896348
255,2.580635967909484,momentum,6.581732335083075,26.70433233509155,26.663732335091645,29.856896858133968,139929.34980039726,139929.34980039723,139929.34980039723,279858.6996007945
256,2.5837982455696524,momentum,6.5816886724023895,26.693488672410854,26.65268867241095,29.86745861186477,139978.84922893217,139978.84922893214,139978.84922893214,279957.69845786435
257,2.5877793172751873,momentum,6.581619575430881,26.679419575439326,26.63861957543942,29.881034849935705,140042.47654341927,140042.47654341924,140042.47654341924,280084.9530868385
258,2.59279118961146,momentum,6.581510203599017,26.661510203607442,26.620510203607537,29.898539842737605,140124.51662523585,140124.51662523582,140124.51662523582,280249.03325047164
259,2.5991007630562617,momentum,6.581337053940121,26.63833705394852,26.597337053948614,29.92117308008827,140230.59108439364,140230.59108439364,140230.59108439364,280461.1821687873
260,2.6070440454035047,momentum,6.581062904063784,26.609262904072143,26.56806290407224,29.950491937221752,140367.99882087315,140367.99882087315,140367.99882087315,280735.9976417463
261,2.6170440454035044,momentum,6.580628809189873,26.572028809198187,26.530628809198284,29.988515443398104,140546.20235360027,140546.20235360027,140546.20235360027,281092.40470720053
262,2.629633299521446,momentum,6.579941440109264,26.52354144011752,26.481941440117616,30.0384311535295,140780.1406927619,140780.1406927619,140780.1406927619,281560.2813855238
263,2.6454822314460573,momentum,6.578853024043185,26.460853024051364,26.41885302405146,30.105670247160578,141095.26797131565,141095.26797131565,141095.26797131565,282190.5359426313
264,2.665434854595746,momentum,6.577129642768188,26.375529642776264,26.333129642776363,30.199613040130437,141535.54661116115,141535.54661116115,141535.54661116115,283071.0932223223
265,2.690553718910842,momentum,6.574401091987463,26.257201091995395,26.214401091995494,30.33726055672071,142180.65476120217,142180.65476120214,142180.65476120214,284361.3095224043
266,2.722176495512526,momentum,6.57008166942618,26.085681669433903,26.042081669434005,30.55076057527498,143181.2583711695,143181.25837116948,143181.25837116948,286362.51674233895
267,2.7619872125678757,momentum,6.563245976988811,25.820045976996216,25.77524597699632,30.913793150788575,144882.67136426634,144882.6713642663,144882.6713642663,289765.3427285326
268,2.8119872125678755,momentum,6.552464993923848,25.370064993930708,25.323464993930816,31.60330485799202,148114.18351126477,148114.18351126477,148114.18351126477,296228.36702252954
269,2.8619872125678754,momentum,6.539263781611274,24.85986378161752,24.811263781617633,32.44682168280891,152067.46644629852,152067.46644629847,152067.46644629847,304134.93289259693
270,2.911987212567875,momentum,6.523674852334948,24.715274852341032,24.665674852341148,32.56655117538733,152628.59877455203,152628.598774552,152628.598774552,305257.19754910405
271,2.961987212567875,momentum,6.505690787507436,24.951490787513833,24.902690787513947,31.947765212493582,149728.55467871873,149728.55467871873,149728.55467871873,299457.10935743747
272,3.0,momentum,6.490380065647676,24.337180065653335,24.286380065653454,33.245668542119816,155811.39610330877,155811.39610330874,155811.39610330874,311622.79220661754
