t_now,cool_beta,cool_delta,beta_plus_delta,Pb,bubble_dMdt,Lmech_total,Lmech_W,Lmech_SN,bubble_Lgain,bubble_Lloss,cooling_ratio,v_struct_min,v_struct_nneg,v_struct_npts,v_neg_frac_thick,R2,v2,Eb,bubble_Tavg,c_sound,no_physical_root,betadelta_converged
0.0029110714404229133,0.7409015392509997,-0.33569316101675856,0.4052083782342411,16219325.711282326,4839.889388333136,6084652257.833278,6084652257.833278,1.0548446920832853e-13,6084652257.833278,1311020212.1386878,0.7845365426675118,0.003753950685029089,0,59993,0.0,0.4156068324784409,75.69031317107591,7110164.0046401275,35805331.7498971,926.725972805808,False,True
0.0034110714404229133,0.8146523593637072,-0.07580720407978572,0.7388451552839215,16219325.711282326,3734.5160154242076,6084663701.970742,6084663701.970742,1.1434790070563763e-13,6084663701.970742,1484099871.8065872,0.7560917177187776,0.001990349555018826,0,59993,0.0,0.4523110851795202,71.53281654275085,8164630.2749466915,34100197.76173828,919.7565090047473,False,True
0.003808235557785054,0.8146523593637072,-0.07580720407978572,0.7388451552839215,14417608.73600362,3756.8882663691434,6084670419.544663,6084670419.544663,1.1951971578692118e-13,6084670419.544663,1534564101.451401,0.747798320099277,0.0029866857197021293,0,59993,0.0,0.48006320580606665,68.43389998426278,8938749.692725163,33584006.66450935,897.5888887221741,False,True
0.0041237142300251505,0.8146523593637072,-0.07580720407978572,0.7388451552839215,13186877.686055588,3758.930075426635,6084674271.717745,6084674271.717745,1.2246180376304036e-13,6084674271.717745,1573783341.2909238,0.7413529022241918,0.0015663795260673187,0,59993,0.0,0.5012679800103053,66.11337570746613,9549166.38741049,33197090.679783113,890.7693653144493,False,True
0.004374307846838787,0.7934738886817279,-0.1226663233576864,0.6708075653240415,12363926.680354299,4004.768145560224,6084676402.101789,6084676402.101789,1.240695937020013e-13,6084676402.101789,1582392746.0680754,0.7399380605480548,0.0029404523022360006,0,59993,0.0,0.5176101767089362,64.38053874691646,10029131.725645505,33118107.634413555,885.6232947143795,False,True
0.004689786519078884,0.7934738886817279,-0.1226663233576864,0.6708075653240415,11786807.481828762,4004.747336191841,6084677921.636963,6084677921.636963,1.2518319544299873e-13,6084677921.636963,1620422658.8751245,0.7336880144283494,2.2423156024382652e-05,0,59993,0.0,0.5375957905459354,62.4085189537615,10643503.818555651,32793234.305949073,884.5691228113774,False,True
0.005086950636441025,0.7934738886817279,-0.1226663233576864,0.6708075653240415,11156734.80098289,4006.8133635183053,6084678005.611794,6084678005.611794,1.2515512735121829e-13,6084678005.611794,1665126542.8632102,0.7263410584212522,0.0028409439999646196,0,59993,0.0,0.561921865297003,60.20649331464916,11409785.476737712,32424758.085449547,880.2198232499086,False,True
0.005402429308681121,0.7934738886817279,-0.1226663233576864,0.6708075653240415,10464197.870869365,4003.1814885116482,6084676630.817177,6084676630.817177,1.240079681357157e-13,6084676630.817177,1698923624.0133276,0.7207865385304526,0.002691140637108227,0,59993,0.0,0.5806486638954472,58.577612917880494,12012391.090579912,32149154.825191434,875.2606245757662,False,True
0.005799593426043262,0.7934738886817279,-0.1226663233576864,0.6708075653240415,9978947.720290957,4001.1190712949488,6084673100.716077,6084673100.716077,1.211626538409388e-13,6084673100.716077,1738720235.0214236,0.7142459083271373,0.0032276205660502397,0,59993,0.0,0.6035311757407269,56.73749839484598,12764152.184837885,31833084.046701565,871.5329258177886,False,True
0.006115072098283358,0.7934738886817279,-0.1226663233576864,0.6708075653240415,9436037.421896635,3995.880902327345,6084668878.726135,6084668878.726135,1.1780061917551646e-13,6084668878.726135,1768953306.496916,0.7092769809246781,0.0017304764640276226,0,59993,0.0,0.6212071974973872,55.3689573354954,13355427.33008415,31595349.373946674,867.2381551768614,False,True
0.006512236215645499,0.7934738886817279,-0.1226663233576864,0.6708075653240415,9049588.12419273,3991.6928082058675,6084661793.887878,6084661793.887878,1.1219582510800973e-13,6084661793.887878,1805024967.2301302,0.7033483489512431,0.0024786138652834835,0,59993,0.0,0.6428745664651194,53.80652127317001,14093447.156412456,31320001.28146307,863.9937482658127,False,True
0.0070122362156454995,0.7881989751194357,-0.04639711798630552,0.7418018571331302,8611295.484846432,3723.0930835351455,6084650096.542013,6084650096.542013,1.0299091335281146e-13,6084650096.542013,1870669100.334732,0.6925592974692402,0.002507201297670388,0,59993,0.0,0.6693166457888916,52.04804783567826,15013853.712164957,30858746.389185496,860.2207307411342,False,True
0.007409400333007641,0.7881989751194357,-0.04639711798630552,0.7418018571331302,8123465.827433633,3717.4712534949326,6084638620.9291725,6084638620.9291725,9.399427870063035e-14,6084638620.9291725,1904255168.9649215,0.6870389044281274,0.002115226133994553,0,59993,0.0,0.6897192397112057,50.7415067339355,15742153.824585672,30627880.7324096,853.8629285932359,False,True
0.007909400333007641,0.7881989751194357,-0.04639711798630552,0.7418018571331302,7780031.901030667,3713.1896232227186,6084621455.123822,6084621455.123822,8.057692223132136e-14,6084621455.123822,1944562794.4947042,0.6804135131763702,0.0021097042113634606,0,59993,0.0,0.7147024078154586,49.25607215490984,16651104.398312422,30361160.265994933,850.66290055123,False,True
0.008538863038904724,0.774679798005976,-0.12808815159055548,0.6465916464154204,7391960.014675563,4065.485854026372,6084595588.7618,6084595588.7618,6.042284698881048e-14,6084595588.7618,1961260075.9704893,0.6776679653791747,0.0012131203531380596,0,59993,0.0,0.745156429055502,47.59138495987779,17784642.143474165,30266526.100648478,846.9508361771,False,True
0.009038863038904724,0.774679798005976,-0.12808815159055548,0.6465916464154204,6961775.892463627,4062.0709653052622,6084571706.922821,6084571706.922821,4.186622492529166e-14,6084571706.922821,2000074842.0576386,0.6712874893425907,0.0029559197129625484,0,59993,0.0,0.7686326778244632,46.36093965332979,18690401.97093027,30041142.867333993,845.6298550531301,False,True
0.009668325744801807,0.774679798005976,-0.12808815159055548,0.6465916464154204,6663052.502686564,4060.7782820187404,6084537503.691358,6084537503.691358,1.5357183778802774e-14,6084537503.691358,2047099906.486673,0.6635570238091651,0.0010698772412312907,0,59993,0.0,0.7973567531761194,44.96786457745414,19821505.819472615,29781100.37168836,842.4754307278519,False,True
0.010460772341032364,0.774679798005976,-0.12808815159055548,0.6465916464154204,6326346.642376704,4062.343253496554,6084487992.620099,6084487992.620099,-2.2901024117959546e-14,6084487992.620099,2104167336.755244,0.6541751188748507,0.002039802142819178,0,59993,0.0,0.8323424764455738,43.41321929685126,21233245.18285344,29484346.89296569,838.8211826676252,False,True
0.011090235046929447,0.8115890934925553,-0.0830883640422552,0.7285007294503001,5954106.940891641,3754.8820227768983,6084443629.792221,6084443629.792221,-5.708349357793602e-14,6084443629.792221,2177601250.46064,0.6421034719102159,0.0018276315520152765,0,59993,0.0,0.859292673352879,42.26200041898169,22344501.47228334,29065224.40856307,834.6315068720161,False,True
0.011882681643160004,0.8115890934925553,-0.0830883640422552,0.7285007294503001,5691959.116670021,3746.850529602763,6084381564.219189,6084381564.219189,-1.0477254784122807e-13,6084381564.219189,2225992180.146686,0.6341465181544135,0.000836226753251432,0,59993,0.0,0.892243098840317,40.96075234165764,23671685.287342142,28788055.858093213,828.6780953583888,False,True
0.012880312800644443,0.8115890934925553,-0.0830883640422552,0.7285007294503001,5383917.645482542,3738.998758860369,6084293788.326262,6084293788.326262,-1.7198232855226675e-13,6084293788.326262,2285471661.524531,0.6243653345751332,0.0010450874253845617,0,59993,0.0,0.9323376524485759,39.49963527655796,25323702.980925627,28469758.74717044,824.7174566871706,False,True
0.013672759396875,0.8115890934925553,-0.0830883640422552,0.7285007294503001,5045502.593142045,3726.471083523818,6084216587.781275,6084216587.781275,-2.308916646747189e-13,6084216587.781275,2331324283.2264094,0.61682424522685,0.0013996045342848991,0,59993,0.0,0.9631891623817586,38.40930099846074,26619333.041925557,28229976.196157098,820.1455115375592,False,True
0.014670390554359439,0.8115890934925553,-0.0830883640422552,0.7285007294503001,4808397.520055224,3713.438989722396,6084110228.315666,6084110228.315666,-3.117691752353344e-13,6084110228.315666,2385478765.847234,0.6079165767337464,0.002029689015140589,0,59993,0.0,1.00086115272081,37.1738115114155,28231500.29006398,27953635.32890903,816.6844282206358,False,True
0.01592633377011423,0.8244382938157532,-0.18991530310706178,0.6345229907086913,4543266.654866322,4085.781817788481,6083962219.342395,6083962219.342395,-4.2381905144413205e-13,6083962219.342395,2412420213.1247973,0.6034787649641993,0.0018110233293563368,0,59993,0.0,1.0467244052397238,35.996434304080935,30234664.187168572,27802769.862964448,812.6773702599021,False,True
0.01692396492759867,0.8244382938157532,-0.18991530310706178,0.6345229907086913,4251663.359920123,4126.1230107002475,6083833801.788368,6083833801.788368,-5.206014049650908e-13,6083833801.788368,2452238008.364915,0.5969255426333195,0.0014141455753096989,0,59993,0.0,1.0822663699237545,35.320351112517876,31795362.08083608,27611382.01269566,810.4813978758755,False,True
0.018179908143353463,0.922308496930681,-0.13183806970534287,0.7904704272253381,4043617.8396569686,3634.8477156265276,6083658961.555499,6083658961.555499,-6.517609246875585e-13,6083658961.555499,2556012135.3315015,0.5798561110207322,0.0019967408155041216,0,59993,0.0,1.1262089661879762,34.7332035190238,33772614.542133965,27082238.2283228,807.6869971354724,False,True
0.019761046973437654,0.9725483974572683,-0.1458810134928414,0.8266673839644268,3810212.260053608,3623.4181660518266,6083418817.783242,6083418817.783242,-8.308275446430707e-13,6083418817.783242,2596313392.0623975,0.5732147547571816,0.0014041925492296996,0,59993,0.0,1.1806932661451917,34.27905861261238,36015191.390630625,26733968.920418814,799.9103128834083,False,True
