t_now,current_phase,R2,v2,Eb,Pb,cool_beta,cool_delta,beta_plus_delta,Lgain,Lloss,ratio_F0,cum_Lloss,cum_Lgain,frac_cum,t_cool,t_dyn,F2_tcool_tdyn,R2_over_rCloud,F_ram,F_rad,F_HII,pdot_total
0.11084247925770473,implicit,1.5934692685064706,8.129210570759252,20335.059692032297,801.2960466230629,0.958100235167169,-0.028558525253356736,0.9295417099138122,688019.3922597839,341512.0198592307,0.5036302410931437,30741.68270175402,78303.863312339,0.392594712461777,0.05954419906044388,0.19601771348354233,0.3037694808405324,0.41977553762550646,25567.61678426649,539.507677907682,25567.616784266484,370.58034563146657
0.11713710631667557,implicit,1.6439802319529915,7.926937391481012,21188.145948265163,760.2767857551931,0.8640739169602046,-0.14323298864023945,0.7208409283199652,688263.5814584659,333267.69380138064,0.5157847912057627,33382.65119761913,83757.98463670113,0.3985608219015277,0.06357695732996184,0.20739160040796564,0.3065551218318287,0.43308189204087527,25821.102169197216,542.7821528383914,25821.102169197224,370.93493209744133
0.12506157227898113,implicit,1.705840142517618,7.695248868491113,22379.30170737347,718.7567312403246,0.8640739169602046,-0.14323298864023945,0.7208409283199652,688676.5274163191,339215.8321500515,0.5074380806578753,36766.77403026817,90628.43624848821,0.40568695160379625,0.06597363562168297,0.22167446065355123,0.297614959464326,0.4493779560616583,26282.607494498567,546.7433534582627,26282.60749449857,371.43622364800217
0.13503788385382554,implicit,1.7812609028174158,7.437477514173617,23859.322557926396,672.9852472801693,0.8640739169602046,-0.14323298864023945,0.7208409283199652,689347.4826706763,346326.85466807586,0.49760191576194174,39511.229401917684,96091.14691111301,0.4111849079964325,0.06889249919932856,0.23949798831967734,0.2876537697985679,0.4692464221994749,26833.07714586761,551.6710481178894,26833.077145867614,372.14610852418554
0.1429623498161311,implicit,1.8394206063728389,7.248007860921762,25018.66596577419,640.8209173020932,0.9402793609180443,-0.04302808363043865,0.8972512772876057,689986.7474712816,361241.3414700288,0.4764517683941976,43115.085578137456,102974.66968640001,0.41869603184395277,0.06925748272322237,0.25378292099960714,0.2729004869611757,0.4845677222776374,27246.36926021156,555.2510742579996,27246.369260211563,372.7656242377986
0.1529386613909755,implicit,1.9106147883752385,7.033934010786908,26328.192460589096,601.7362310147703,0.9402793609180443,-0.04302808363043865,0.8972512772876057,690906.7389941348,365857.1094464082,0.4704681705970246,47710.0431235862,111652.0660019895,0.42730998925479863,0.07196304726844654,0.2716281934754023,0.26493217198001673,0.5033227598654515,27603.381982446415,559.5214334118485,27603.38198244642,373.6061347512998
0.1654980935485234,implicit,1.9973638438991363,6.792482327714977,27948.047718933984,559.0774703224237,0.8377494070673809,-0.20235502894787988,0.6353943781195011,692215.2703545128,358079.05864497204,0.4827056351103255,51282.35138105542,118557.82121591127,0.43255139859278197,0.07804993630371412,0.29405506669474973,0.26542625903717404,0.526175495177492,28028.265553430632,564.4155366815401,28028.265553430636,374.7439280023828
0.17547440512336782,implicit,2.064196469541233,6.612551582646916,29382.19004699633,532.4865179152029,0.8377494070673809,-0.20235502894787988,0.6353943781195011,693346.7372864044,365321.7566822485,0.4731038064561583,55870.58519978234,127265.86252451706,0.4390068482741724,0.08042825128685814,0.31216338258263726,0.25764793622316295,0.5437815462726163,28511.531241866694,568.238504432722,28511.531241866698,375.6971011792707
0.18803383728091572,implicit,2.1459235929825775,6.4108509726549805,31167.997350750204,502.7212890980971,0.9458875469180309,-0.09469066934294325,0.8511968775750877,694849.9058644773,385750.90195727994,0.44484283770988037,59718.956387985425,134197.9016831724,0.4450066330319815,0.08079824879891508,0.33473303343594457,0.24138116268222107,0.5653113290297899,29091.468883204172,572.7375697604786,29091.468883204176,376.9403950607134
0.19801014885576013,implicit,2.209114551686506,6.262272716585455,32391.07310205719,478.8784296572011,0.9458875469180309,-0.09469066934294325,0.8511968775750877,696079.1090624172,390112.1982676592,0.4395576692523925,64618.544075959966,142940.2600297282,0.45206678693966856,0.08303014682928067,0.3527656254630571,0.2353691540106588,0.5819580376844695,29367.813410812487,575.7837832545828,29367.81341081249,377.9485098331669
0.21056958101330803,implicit,2.286646542426037,6.090885749621654,33907.931378071735,452.0134551654244,0.9458875469180309,-0.09469066934294325,0.8511968775750877,697633.7264550388,395024.15244672314,0.43376568897550033,70864.42433850608,153970.81777047215,0.4602458138797789,0.08583761566995551,0.37542102026262375,0.22864360554427207,0.6023826757613414,29700.19525788766,579.6590377256389,29700.195257887663,379.2246381713727
0.22638096931414994,implicit,2.3813393521295922,5.8959214528118,35784.50764476852,422.3474507918105,0.8206605933717627,-0.24926486449012336,0.5713957288816394,699554.3455849641,385952.4330040912,0.4482881345246172,75711.76773686151,162756.82311436432,0.46518337165908635,0.09271740397187546,0.4038960442720819,0.22955759356092378,0.6273280737606617,30096.938365710488,584.1836534631012,30096.93836571049,380.81781698465437
0.23894040147169784,implicit,2.4544409340900213,5.75000898512408,37494.50948183538,404.1443774106777,0.8206605933717627,-0.24926486449012336,0.5713957288816394,701044.6856566136,393295.65864227334,0.4389863204313372,81930.31811268987,173841.3128555227,0.47129371474996345,0.09533415550853805,0.42685862586300927,0.2233389458062244,0.6465855872095879,30595.07877622638,587.8435880782591,30595.078776226386,382.06905511817797
0.25475178977253976,implicit,2.5440023477583797,5.5854182353758,39626.116042919886,383.56748447407364,0.9908008017864499,-0.06616158004759656,0.9246392217388534,702876.8323677641,421735.81459357013,0.3999861779867193,90325.1207061359,187832.3282045995,0.4808816542365793,0.093959570593045,0.4554721312802842,0.20629049318327017,0.6701791960203642,31195.12023740213,592.1974467174692,31195.120237402127,383.62572994650657
0.27465714830021465,implicit,2.653272693333894,5.402300970324182,41754.06421031799,356.25524122451606,0.9908008017864499,-0.06616158004759656,0.9246392217388534,705114.0459604542,425620.13333750155,0.3963811446164665,97054.76590299123,198981.1601816579,0.48775856877297347,0.09810171310013785,0.4911375186071272,0.19974387902263233,0.6989648268242006,31516.276446934848,596.8584061014025,31516.276446934855,385.55508270881586
0.29046853660105654,implicit,2.7375561208692503,5.263716845497894,43405.39518384307,337.1783005357996,0.8258931112265762,-0.17251459468020544,0.6533785165463707,706836.5209883783,412665.18094775284,0.4161801651523071,100988.06897121311,205718.34661049515,0.4909045334805398,0.10518308107351221,0.5200804300882383,0.20224387419397138,0.7211680294876167,31753.788198087237,600.2412213909266,31753.788198087244,387.06263897898566
0.3,implicit,2.7873311152484566,5.182302511919442,44616.16129951643,328.34110474751094,0.8258931112265762,-0.17251459468020544,0.6533785165463707,707851.6827856634,416790.32413118077,0.4111897530695221,100988.06897121311,205718.34661049515,0.4909045334805398,0.10704701792806956,0.5378557328209838,0.19902552189343004,0.7342805039098074,32056.215197286816,602.5814683873764,32056.215197286816,387.96042359490554
