t_now,current_phase,R2,v2,Eb,Pb,cool_beta,cool_delta,beta_plus_delta,Lgain,Lloss,ratio_F0,cum_Lloss,cum_Lgain,frac_cum,t_cool,t_dyn,F2_tcool_tdyn,F3_force_ratio,R2_over_rCloud,F_ram,F_rad,F_HII,pdot_total
0.04769225044013761,implicit,0.9990730090313193,11.022252714585312,2081060.674444496,333527.02458662057,0.9329497356607124,-0.11731396947270954,0.8156357661880028,202557964.29006708,126497771.29522981,0.3754984073887983,5195560.913698756,9781941.954138456,0.5311379824228731,0.01645136236896667,0.09064145369387924,0.18149932176206462,8.800070968540796,0.24444800520415064,4183457.3484664555,366885.7752194527,4183457.348466457,108503.27146230896
0.05166389161375902,implicit,1.0419278011325028,10.577942654399523,2193064.386837339,309847.9374493061,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202520747.06953704,126344606.34455311,0.37613993542512597,5594151.200241529,10420851.718004156,0.5368228386338602,0.017357799832441245,0.09850004251054903,0.17622124204243142,8.750446832707413,0.25493349359976847,4227014.386866621,374550.40943797753,4227014.386866621,108512.2806942441
0.054818678336159984,implicit,1.074753406872375,10.243047550577325,2292323.480403409,295069.72265862126,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202491486.7340081,128012685.78994004,0.3678120109903834,6102571.653870715,11225075.244024755,0.543655300406043,0.017907002468215947,0.10492516036516877,0.17066452322678938,8.759173175174329,0.2629650926622932,4283040.42478657,380456.8430269725,4283040.4247865705,108520.86515737641
0.05879031950978139,implicit,1.1146471322951572,9.860725560584086,2414391.413083775,278567.85353469517,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202455544.17778322,129943689.36618467,0.35816186267501465,6752290.1007016385,12237352.964913672,0.551777015835162,0.018580289853706997,0.11303905837828962,0.16437052926898357,8.76472574098637,0.27272608261158277,4349262.976404622,387689.874767709,4349262.976404622,108533.63580561361
0.0637903195097814,implicit,1.1628235810802312,9.428512794759868,2563844.6391746425,260520.1384293283,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202412601.16434103,132180497.22499807,0.34697495874933565,7277263.605830191,13041263.185757777,0.5580183071358925,0.01939654255355431,0.1233305407112031,0.1572728250577788,8.764642910744367,0.28451364638007015,4426687.09919013,396508.77681572246,4426687.099190131,108553.11153155519
0.0677619606834028,implicit,1.1996112440907551,9.106751564918719,2678647.4998695725,247887.24246859035,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202381075.7940406,133819769.81960899,0.3387733052877195,7946362.454928236,14053168.56472798,0.5654498783194557,0.02001682937790454,0.13172767869411645,0.15195613842391792,8.758804223120762,0.29351466107844965,4482755.953102595,403228.4703971367,4482755.953102596,108571.52408948382
0.07276196068340281,implicit,1.2441848884823092,8.736052462317895,2819113.060883897,233820.75612999045,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202345666.961971,135759381.79158065,0.3290719597316835,8800917.133062672,15326859.075252306,0.5742153098590942,0.02076551192028726,0.14241957610133166,0.14580517993897538,8.74926521483267,0.30442070934288934,4548443.130477166,411266.98939289217,4548443.130477166,108598.73861889212
0.07905658774237365,implicit,1.2977871271676158,8.312244531336072,2989847.9168615052,218486.9752816035,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202309645.941515,138063720.83541238,0.3175623426511025,9491235.737239735,16338407.304959882,0.5809156033439357,0.021655565261968733,0.15612956551929247,0.1387025269041232,8.729158377848341,0.31753582725985147,4624261.0232098885,421108.8168211728,4624261.023209889,108639.96571262828
0.08405658774237365,implicit,1.3385285089318937,7.993603164826223,3119634.5121718994,207769.41225719973,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202289333.7144728,139792115.71204278,0.3089496458110023,10371174.971431542,17611743.218700185,0.5888783888479254,0.022316240771389582,0.1674499573386056,0.13327110455013877,8.706432349694607,0.32750421736899343,4677854.68250512,428608.47102413094,4677854.6825051205,108678.73165759705
0.09035121480134449,implicit,1.3876388043681211,7.622543740214486,3276897.5798136154,195868.92172378203,0.8336446100789398,-0.09209722444917072,0.7415473856297691,202276255.39249536,141899102.40476027,0.29848858369747705,11495649.578519778,19214674.519540645,0.5982744889500526,0.0230931522770766,0.18204405926164946,0.12685474258671153,8.673262055341025,0.339520269895537,4739453.522346257,437708.40407477506,4739453.522346257,108735.77022844288
0.09827568076365006,implicit,1.4462778752820007,7.19271583979494,3465462.9857069226,182939.38335152145,0.6806824156553605,-0.1985111831430828,0.48217123251227767,202283130.61737967,139943133.22611347,0.30818188941905816,12376539.411642034,20487971.387098137,0.6040880855308054,0.024763365703035903,0.20107535282851285,0.12315465498228091,8.628296997484389,0.35386777381401513,4808621.124318674,448486.4825786766,4808621.124318675,108821.77022261726
0.1045703078226209,implicit,1.490498348837584,6.866009787217471,3640157.475384831,175544.33884291316,0.8262433430906363,-0.1315747741570543,0.694668568933582,202310132.1206649,147096929.20364898,0.27291368127862625,13542204.020276023,22091171.14291789,0.6130143093213715,0.024746658513483982,0.21708363300216407,0.1139959663068532,8.665596724708005,0.3646874100689531,4900717.753289791,456634.9280110427,4900717.753289791,108902.32337252257
0.11249477378492648,implicit,1.5433637763835042,6.487236246527242,3811047.3605358168,165530.9990466816,0.8262433430906363,-0.1315747741570543,0.694668568933582,202375278.13634586,149605646.29902926,0.2607513739981829,15034716.561111107,24110129.972651873,0.6235850482002789,0.025473954057311173,0.23790774957667069,0.10707492337949952,8.61033001198585,0.3776222488555544,4954796.3160720095,466427.45729671937,4954796.3160720095,109020.44181687762
0.12247108535977089,implicit,1.6057819957008561,6.040064409026198,4011402.104534489,154687.53231148663,0.8262433430906363,-0.1315747741570543,0.694668568933582,202508587.26305053,152694715.71173027,0.2459839961582174,16244740.638392638,25714902.379492503,0.6317247640554037,0.026270732984025106,0.2658551112966933,0.09881597858281184,8.535645687261955,0.3928944152163649,5012314.85332031,478025.66149701277,5012314.853320311,109195.86068968767
0.13039555132207645,implicit,1.6522493981154642,5.695059037708964,4155746.7408794453,147105.84915874654,0.7509328673642046,-0.05687550985823686,0.6940573575059678,202651630.0649964,154852377.367633,0.23586907582254713,17789596.20311753,27736618.182171013,0.6413758190085557,0.02683682880123527,0.2901198015991313,0.09250257532685292,8.465078782086806,0.4042638183776842,5046508.510557152,486801.56818633503,5046508.510557154,109354.55043552736
0.14037186289692086,implicit,1.706950309133627,5.2809952561013445,4345885.950368589,139509.08036205667,0.7509328673642046,-0.05687550985823686,0.6940573575059678,202873002.9551312,158483240.05606452,0.21880566784376054,19780055.70471005,30284587.899384,0.6531393384128693,0.02742173840483828,0.323225116924981,0.08483789460954154,8.420737793302756,0.41764775374613583,5108037.737150924,497026.2519026918,5108037.737150925,109575.90844642722
0.15293129505446876,implicit,1.7701040499561116,4.788185673886383,4560655.585572945,131280.19295182594,0.43324010291506854,-0.07374679433699072,0.3594933085780778,203207652.1269725,154317448.43521643,0.24059233586935722,22220028.803514406,33497582.992865965,0.6633323009677039,0.029553725983795933,0.36968158098167225,0.07994373402460947,8.353675422992778,0.4330998836962828,5169001.5435411,508885.7687377033,5169001.543541101,109883.96815126711
0.16874268335531067,implicit,1.841034983105741,4.198947527354916,4942343.643303281,126427.66902702469,0.708668680154098,-0.19814452336468918,0.5105241567894088,203698707.11125562,168025043.9254263,0.1751295513444038,24330327.943464804,36055923.08541,0.6747942047089083,0.029414327339779275,0.43845153365502576,0.06708683875404689,8.510747841662765,0.45045489675234296,5384880.5850057965,522406.56453513325,5384880.5850057965,110308.76027394255
0.18130211551285857,implicit,1.8909674320374397,3.7594447305044527,5106405.187064444,120546.16471566135,0.708668680154098,-0.19814452336468918,0.5105241567894088,204128126.45678782,172058995.8063235,0.15710294905025293,27050819.536811516,39283472.155941635,0.6886056158536402,0.029678222653423004,0.5029911509787522,0.05900346874030135,8.428838221366615,0.4626721095345664,5416657.3009577645,531966.5099162936,5416657.300957765,110667.40459245256
0.1971135038137005,implicit,1.946062135881999,3.2183420033300387,5272299.39178677,114188.4175402352,1.625619807710403,-0.87438732014431,0.751232487566093,204696475.34306824,204317925.47866803,0.0018493228267158195,29616936.660431772,41854343.65090208,0.7076191878066507,0.02580438979808078,0.6046784753977036,0.042674563173608834,8.313589326148024,0.476152396090575,5434321.447367587,542532.7380034407,5434321.447367588,111134.55709321247
0.2096729359712484,implicit,1.9837528947975687,2.788195989654174,5053205.24813257,103353.7306429638,1.625619807710403,-0.87438732014431,0.751232487566093,204696475.34306824,204317925.47866803,0.0018493228267158195,29616936.660431772,41854343.65090208,0.7076191878066507,0.02473207006332958,0.7114825866468655,0.03476131465126778,7.7313690442377,0.485374375613848,5111062.227196848,549571.2226730947,5111062.227196849,111509.91288674458
